0,50000
1,50000
2,50000
3,50000
4,50000
5,50000
6,50000
7,50000
8,49999
9,49999
10,49999
11,49999
12,49998
13,49998
14,49997
15,49997
16,49996
17,49996
18,49995
19,49995
20,49994
21,49993
22,49993
23,49992
24,49991
25,49991
26,49990
27,49989
28,49988
29,49987
30,49986
31,49985
32,49984
33,49983
34,49982
35,49981
36,49980
37,49979
38,49977
39,49976
40,49975
41,49974
42,49972
43,49971
44,49970
45,49968
46,49967
47,49965
48,49964
49,49962
50,49961
51,49959
52,49957
53,49956
54,49954
55,49952
56,49950
57,49949
58,49947
59,49945
60,49943
61,49941
62,49939
63,49937
64,49935
65,49933
66,49931
67,49929
68,49927
69,49924
70,49922
71,49920
72,49918
73,49915
74,49913
75,49911
76,49908
77,49906
78,49903
79,49901
80,49898
81,49896
82,49893
83,49890
84,49888
85,49885
86,49882
87,49879
88,49877
89,49874
90,49871
91,49868
92,49865
93,49862
94,49859
95,49856
96,49853
97,49850
98,49847
99,49844
100,49841
101,49837
102,49834
103,49831
104,49828
105,49824
106,49821
107,49817
108,49814
109,49811
110,49807
111,49803
112,49800
113,49796
114,49793
115,49789
116,49785
117,49782
118,49778
119,49774
120,49770
121,49766
122,49763
123,49759
124,49755
125,49751
126,49747
127,49743
128,49739
129,49734
130,49730
131,49726
132,49722
133,49718
134,49713
135,49709
136,49705
137,49700
138,49696
139,49692
140,49687
141,49683
142,49678
143,49674
144,49669
145,49664
146,49660
147,49655
148,49650
149,49646
150,49641
151,49636
152,49631
153,49626
154,49622
155,49617
156,49612
157,49607
158,49602
159,49597
160,49591
161,49586
162,49581
163,49576
164,49571
165,49566
166,49560
167,49555
168,49550
169,49544
170,49539
171,49533
172,49528
173,49522
174,49517
175,49511
176,49506
177,49500
178,49494
179,49489
180,49483
181,49477
182,49471
183,49466
184,49460
185,49454
186,49448
187,49442
188,49436
189,49430
190,49424
191,49418
192,49412
193,49406
194,49400
195,49393
196,49387
197,49381
198,49375
199,49368
200,49362
201,49355
202,49349
203,49343
204,49336
205,49330
206,49323
207,49316
208,49310
209,49303
210,49297
211,49290
212,49283
213,49276
214,49270
215,49263
216,49256
217,49249
218,49242
219,49235
220,49228
221,49221
222,49214
223,49207
224,49200
225,49193
226,49186
227,49178
228,49171
229,49164
230,49156
231,49149
232,49142
233,49134
234,49127
235,49119
236,49112
237,49104
238,49097
239,49089
240,49082
241,49074
242,49066
243,49059
244,49051
245,49043
246,49035
247,49028
248,49020
249,49012
250,49004
251,48996
252,48988
253,48980
254,48972
255,48964
256,48956
257,48947
258,48939
259,48931
260,48923
261,48915
262,48906
263,48898
264,48890
265,48881
266,48873
267,48864
268,48856
269,48847
270,48839
271,48830
272,48821
273,48813
274,48804
275,48795
276,48787
277,48778
278,48769
279,48760
280,48751
281,48742
282,48734
283,48725
284,48716
285,48707
286,48697
287,48688
288,48679
289,48670
290,48661
291,48652
292,48642
293,48633
294,48624
295,48615
296,48605
297,48596
298,48586
299,48577
300,48567
301,48558
302,48548
303,48539
304,48529
305,48519
306,48510
307,48500
308,48490
309,48481
310,48471
311,48461
312,48451
313,48441
314,48431
315,48421
316,48411
317,48401
318,48391
319,48381
320,48371
321,48361
322,48351
323,48341
324,48330
325,48320
326,48310
327,48299
328,48289
329,48279
330,48268
331,48258
332,48247
333,48237
334,48226
335,48216
336,48205
337,48194
338,48184
339,48173
340,48162
341,48152
342,48141
343,48130
344,48119
345,48108
346,48097
347,48086
348,48075
349,48064
350,48053
351,48042
352,48031
353,48020
354,48009
355,47998
356,47986
357,47975
358,47964
359,47953
360,47941
361,47930
362,47918
363,47907
364,47896
365,47884
366,47872
367,47861
368,47849
369,47838
370,47826
371,47814
372,47803
373,47791
374,47779
375,47767
376,47755
377,47744
378,47732
379,47720
380,47708
381,47696
382,47684
383,47672
384,47660
385,47648
386,47635
387,47623
388,47611
389,47599
390,47587
391,47574
392,47562
393,47550
394,47537
395,47525
396,47512
