0,100000
1,99997
2,99988
3,99972
4,99949
5,99921
6,99885
7,99844
8,99796
9,99741
10,99681
11,99614
12,99540
13,99460
14,99374
15,99281
16,99182
17,99077
18,98965
19,98848
20,98723
21,98593
22,98456
23,98312
24,98163
25,98007
26,97845
27,97677
28,97502
29,97321
30,97134
31,96941
32,96742
33,96536
34,96324
35,96106
36,95882
37,95652
38,95415
39,95173
40,94924
41,94669
42,94409
43,94142
44,93869
45,93590
46,93305
47,93015
48,92718
49,92415
50,92107
51,91792
52,91472
53,91146
54,90814
55,90476
56,90132
57,89783
58,89427
59,89067
60,88700
61,88328
62,87950
63,87566
64,87177
65,86782
66,86382
67,85976
68,85565
69,85148
70,84726
71,84298
72,83865
73,83427
74,82983
75,82534
76,82080
77,81620
78,81155
79,80685
80,80210
81,79730
82,79244
83,78754
84,78258
85,77758
86,77252
87,76742
88,76226
89,75706
90,75181
91,74651
92,74116
93,73577
94,73033
95,72484
96,71931
97,71373
98,70810
99,70243
100,69671
101,69095
102,68515
103,67930
104,67340
105,66747
106,66149
107,65547
108,64941
109,64330
110,63716
111,63097
112,62474
113,61848
114,61217
115,60583
116,59944
117,59302
118,58656
119,58006
120,57352
121,56695
122,56035
123,55370
124,54702
125,54031
126,53356
127,52678
128,51996
129,51311
130,50623
131,49931
132,49236
133,48538
134,47837
135,47133
136,46426
137,45716
138,45003
139,44287
140,43569
141,42847
142,42123
143,41396
144,40667
145,39934
146,39200
147,38463
148,37723
149,36981
150,36236
151,35489
152,34740
153,33989
154,33236
155,32480
156,31722
157,30963
158,30201
159,29438
160,28672
161,27905
162,27136
163,26365
164,25592
165,24818
166,24042
167,23265
168,22486
169,21706
170,20924
171,20141
172,19357
173,18572
174,17785
175,16997
176,16208
177,15418
178,14627
179,13836
180,13043
181,12249
182,11455
183,10660
184,9864
185,9068
186,8271
187,7473
188,6675
189,5877
190,5078
191,4279
192,3479
193,2680
194,1880
195,1080
196,280
197,-520
198,-1320
199,-2120
200,-2919
201,-3719
202,-4518
203,-5317
204,-6116
205,-6914
206,-7712
207,-8510
208,-9306
209,-10103
210,-10898
211,-11693
212,-12487
213,-13281
214,-14073
215,-14865
216,-15655
