0,86923
1,57924
2,-103395
3,19132
4,29613
5,-31843
6,113147
7,201742
8,-17053
9,126813
10,-92443
11,12567
12,32405
13,-117123
14,-199847
15,-55475
16,96859
17,-128087
18,-43565
19,-85570
20,99408
21,85354
22,-91596
23,-79254
24,27998
25,159109
26,-219324
27,-86140
28,312075
29,-240588
30,122816
31,-97685
32,-59412
33,92703
34,13355
35,136547
36,208749
37,53781
38,-148792
39,48887
40,-51261
41,67465
42,38192
43,-122138
44,-41668
45,-6077
46,54984
47,-26216
48,39657
49,-218810
50,-158448
51,117578
52,50029
53,115744
54,-12300
55,-189378
56,-37501
57,34510
58,-77894
59,-107122
60,-80362
61,27822
62,-108097
63,-39363
64,-51177
65,-48147
66,-11534
67,-23234
68,-120097
69,-65723
70,-96280
71,92162
72,-27414
73,-70500
74,-9855
75,-10356
76,118281
77,73284
78,55846
79,22730
80,-54829
81,-27485
82,227763
83,-76125
84,-97304
85,107120
86,-247352
87,37621
88,2402
89,164694
90,-30804
91,-102173
92,-129268
93,63860
94,70219
95,122072
96,-110851
97,-67133
98,-48604
99,24773
100,52622
101,-140938
102,-21061
103,153957
104,-75701
105,-63440
106,-43334
107,-135382
108,-120790
109,79571
110,103169
111,54844
112,-94924
113,51362
114,-37834
115,-21437
116,-101577
117,146609
118,282872
119,-29075
120,-23940
121,-20164
122,-7781
123,-134500
124,-185072
125,111591
126,-81862
127,9104
128,-189794
129,-103672
130,-165767
131,-14104
132,84445
133,-90948
134,37848
135,119724
136,-211625
137,-23592
138,-68580
139,-43219
140,35454
141,-89705
142,-30381
143,-67870
144,-11799
145,-20631
146,-3442
147,-57779
148,44613
149,14254
150,76385
151,62857
152,87081
153,-117950
154,76230
155,-132702
156,68526
157,-110864
158,1462
159,23181
160,-103611
161,71815
162,90152
163,-81101
164,-88934
165,-4677
166,75703
167,63155
168,45570
169,-20792
170,-73720
171,6995
172,43227
173,-22921
174,8267
175,-38114
176,98504
177,46936
178,79342
179,40291
180,-43224
181,31972
182,-132556
183,-6230
184,-34392
185,-39403
186,-32154
187,-126374
188,115786
189,-5400
190,58661
191,-61088
192,-57508
193,-32875
194,161061
195,-32991
196,111659
197,-20834
198,-92032
199,-129234
200,-12280
201,197936
202,-36182
203,-107582
204,31533
205,-115583
206,-127874
207,59222
208,47643
209,32924
210,69656
211,13563
212,-2291
213,140215
214,120033
215,-69303
216,-122727
217,83255
218,-32632
219,30693
220,60117
221,-185757
222,-15431
223,49836
224,29864
225,-18756
226,56524
227,-19110
228,-117351
229,137500
230,49715
231,7586
232,24189
233,-84418
234,104903
235,87464
236,30471
237,-9892
238,-20420
239,27806
240,-6821
241,15071
242,-18591
243,53639
244,28112
245,140647
246,-15197
247,-116322
248,17624
249,16196
250,-244491
251,119723
252,195045
253,-16252
254,-25624
255,2229
256,41336
257,89476
258,-94316
259,124564
260,21964
261,52608
262,-181156
263,32852
264,125075
265,-15655
266,119503
267,-93148
268,-16753
269,-101501
270,-41016
271,115002
272,17802
273,-37144
274,-66480
275,-8288
276,-24593
277,72622
278,175798
279,-110059
280,17373
281,121476
282,76962
283,-114512
284,-71367
285,-25424
286,-78745
287,-6299
288,69669
289,32355
290,235923
291,153312
292,73052
293,8585
294,60795
295,28484
296,-48047
297,-2047
298,13284
299,192352
300,-18687
301,47019
302,-18573
303,-113478
304,34249
305,21915
306,128185
307,121066
308,-14485
309,-107028
310,8246
311,7432
312,-5290
313,106692
314,-195396
315,71156
316,81214
317,-181632
318,58851
319,-52206
320,4941
321,1809
322,12854
323,-89099
324,-30197
325,-17059
326,-54676
327,-98199
328,86594
329,236001
330,-6736
331,75290
332,-24823
333,46399
334,10509
335,115750
336,108272
337,-74011
338,-91247
339,-144565
340,4748
341,-81490
342,48866
343,41055
344,68575
345,-3798
346,17866
347,8129
348,181158
349,-71383
350,-101050
351,-10973
352,30814
353,-37930
354,78261
355,-49378
356,-147532
357,-27798
358,102433
359,124416
360,125736
361,229920
362,106176
363,38218
364,168159
365,-66134
366,-5732
367,-96153
368,9968
369,-66160
370,60516
371,76475
372,-72732
373,3243
374,-270255
375,-16840
376,38729
377,103618
378,120382
379,46734
380,142518
381,-11851
382,-5988
383,36825
384,-179
385,-69730
386,66410
387,62709
388,-106409
389,-218404
390,-78364
391,-89652
392,238845
393,-34578
394,120870
395,-39285
396,83426
397,-23083
398,-4919
399,-10053
400,75723
401,126870
402,-180033
403,33590
404,42010
405,110574
406,-147005
407,-97926
408,230549
409,164168
410,-69020
411,99180
412,257202
413,91601
414,7043
415,-103985
416,-42186
417,28070
418,16382
419,-218543
420,-22948
421,97072
422,-56635
423,48734
424,86427
425,26048
426,146561
427,186070
428,-75505
429,16668
430,-30734
431,39141
432,-52060
433,-22346
434,65999
435,103788
436,92827
437,-55575
438,-4637
439,-115590
440,-24194
441,59487
442,12558
443,-115256
444,-145767
445,132286
446,5973
447,-184530
448,-127704
449,-63478
450,115216
451,75819
452,120401
453,27330
454,-120527
455,25680
456,136137
457,-12305
458,-12076
459,63256
460,-74300
461,192729
462,59492
463,-18414
464,-99263
465,-65326
466,58769
467,64524
468,-7026
469,-47789
470,-73054
471,-107004
472,11979
473,69513
474,-145711
475,69038
476,-136323
477,-19310
478,12447
479,-16362
480,44264
481,-82867
482,42099
483,37409
484,-56796
485,2273
486,-113551
487,-123521
488,38853
489,80007
490,81711
491,-89698
492,-77559
493,-184169
494,-225449
495,-67328
496,170555
497,-67609
498,-32162
499,355866
500,20667
501,-96945
502,-33295
